term,resource,domain,definition,data_type,format,required,terminology_binding,classification,ferpa,glba,source_file
helix/gender-identity/man,Terminology: Gender Identity,Terminology,Man,code,,False,helix/gender-identity,public,False,False,core/terminologies/gender-identity.json
helix/gender-identity/woman,Terminology: Gender Identity,Terminology,Woman,code,,False,helix/gender-identity,public,False,False,core/terminologies/gender-identity.json
helix/gender-identity/nonbinary,Terminology: Gender Identity,Terminology,Non-Binary,code,,False,helix/gender-identity,public,False,False,core/terminologies/gender-identity.json
helix/gender-identity/transgender_man,Terminology: Gender Identity,Terminology,Transgender Man,code,,False,helix/gender-identity,public,False,False,core/terminologies/gender-identity.json
helix/gender-identity/transgender_woman,Terminology: Gender Identity,Terminology,Transgender Woman,code,,False,helix/gender-identity,public,False,False,core/terminologies/gender-identity.json
helix/gender-identity/genderqueer,Terminology: Gender Identity,Terminology,Genderqueer/Gender Non-Conforming,code,,False,helix/gender-identity,public,False,False,core/terminologies/gender-identity.json
helix/gender-identity/two_spirit,Terminology: Gender Identity,Terminology,Indigenous identity. Include only when culturally appropriate.,code,,False,helix/gender-identity,public,False,False,core/terminologies/gender-identity.json
helix/gender-identity/prefer_not_to_say,Terminology: Gender Identity,Terminology,Prefer Not to Say,code,,False,helix/gender-identity,public,False,False,core/terminologies/gender-identity.json
helix/gender-identity/not_listed,Terminology: Gender Identity,Terminology,A Gender Not Listed Here,code,,False,helix/gender-identity,public,False,False,core/terminologies/gender-identity.json
helix/gender-identity/unknown,Terminology: Gender Identity,Terminology,Unknown,code,,False,helix/gender-identity,public,False,False,core/terminologies/gender-identity.json
helix/gender/male,Terminology: Gender,Terminology,Male,code,,False,helix/gender,public,False,False,core/terminologies/gender.json
helix/gender/female,Terminology: Gender,Terminology,Female,code,,False,helix/gender,public,False,False,core/terminologies/gender.json
helix/gender/nonbinary,Terminology: Gender,Terminology,Legal gender is non-binary (recognized in some jurisdictions),code,,False,helix/gender,public,False,False,core/terminologies/gender.json
helix/gender/unknown,Terminology: Gender,Terminology,Gender is not known or not disclosed,code,,False,helix/gender,public,False,False,core/terminologies/gender.json
helix/gender/other,Terminology: Gender,Terminology,A gender not captured by the above codes. Document in extensions.,code,,False,helix/gender,public,False,False,core/terminologies/gender.json
helix/gift-type/outright_gift,Terminology: Gift Type,Terminology,"Immediate, completed gift of cash or equivalents",code,,False,helix/gift-type,public,False,False,core/terminologies/gift-type.json
helix/gift-type/pledge,Terminology: Gift Type,Terminology,Commitment to give a specified amount over a defined period,code,,False,helix/gift-type,public,False,False,core/terminologies/gift-type.json
helix/gift-type/pledge_payment,Terminology: Gift Type,Terminology,Payment toward a previously made pledge,code,,False,helix/gift-type,public,False,False,core/terminologies/gift-type.json
helix/gift-type/matching_gift,Terminology: Gift Type,Terminology,Corporate employer match of an employee's gift,code,,False,helix/gift-type,public,False,False,core/terminologies/gift-type.json
helix/gift-type/planned_gift,Terminology: Gift Type,Terminology,"Deferred gift through estate/financial planning (trust, annuity, will)",code,,False,helix/gift-type,public,False,False,core/terminologies/gift-type.json
helix/gift-type/bequest,Terminology: Gift Type,Terminology,Gift received from a deceased donor's estate,code,,False,helix/gift-type,public,False,False,core/terminologies/gift-type.json
helix/gift-type/in_kind,Terminology: Gift Type,Terminology,"Non-cash gift of goods, services, or property",code,,False,helix/gift-type,public,False,False,core/terminologies/gift-type.json
helix/gift-type/stock_transfer,Terminology: Gift Type,Terminology,Gift of publicly traded or private securities,code,,False,helix/gift-type,public,False,False,core/terminologies/gift-type.json
helix/gift-type/real_property,Terminology: Gift Type,Terminology,Gift of real estate,code,,False,helix/gift-type,public,False,False,core/terminologies/gift-type.json
helix/gift-type/qcd,Terminology: Gift Type,Terminology,Direct transfer from IRA to institution (age 70½+),code,,False,helix/gift-type,public,False,False,core/terminologies/gift-type.json
helix/gift-type/daf,Terminology: Gift Type,Terminology,"Grant from a donor advised fund (Fidelity Charitable, Schwab, etc.)",code,,False,helix/gift-type,public,False,False,core/terminologies/gift-type.json
helix/gift-type/corporate_grant,Terminology: Gift Type,Terminology,Grant from a corporation (distinct from matching gift),code,,False,helix/gift-type,public,False,False,core/terminologies/gift-type.json
helix/gift-type/foundation_grant,Terminology: Gift Type,Terminology,Grant from a private or community foundation,code,,False,helix/gift-type,public,False,False,core/terminologies/gift-type.json
helix/gift-type/other,Terminology: Gift Type,Terminology,Other,code,,False,helix/gift-type,public,False,False,core/terminologies/gift-type.json
helix/grade-mode/standard,Terminology: Grade Mode,Terminology,Traditional A-F grading scale with GPA impact,code,,False,helix/grade-mode,public,False,False,core/terminologies/grade-mode.json
helix/grade-mode/pass_fail,Terminology: Grade Mode,Terminology,Binary pass or fail with no GPA impact,code,,False,helix/grade-mode,public,False,False,core/terminologies/grade-mode.json
helix/grade-mode/audit,Terminology: Grade Mode,Terminology,No grade or credit awarded; student attends for learning only,code,,False,helix/grade-mode,public,False,False,core/terminologies/grade-mode.json
helix/grade-mode/satisfactory_unsatisfactory,Terminology: Grade Mode,Terminology,"S/U grading, common for graduate research hours or clinical rotations",code,,False,helix/grade-mode,public,False,False,core/terminologies/grade-mode.json
helix/grade-mode/other,Terminology: Grade Mode,Terminology,An institution-specific grading mode. Document in extensions.,code,,False,helix/grade-mode,public,False,False,core/terminologies/grade-mode.json
helix/hold-type/registration,Terminology: Hold Type,Terminology,Prevents the student from registering for courses,code,,False,helix/hold-type,public,False,False,core/terminologies/hold-type.json
helix/hold-type/financial,Terminology: Hold Type,Terminology,"Unpaid balance or financial obligation. May prevent registration, transcript release, or graduation.",code,,False,helix/hold-type,public,False,False,core/terminologies/hold-type.json
helix/hold-type/academic,Terminology: Hold Type,Terminology,"Academic deficiency (GPA, SAP, etc.). May require advising clearance before registration.",code,,False,helix/hold-type,public,False,False,core/terminologies/hold-type.json
helix/hold-type/disciplinary,Terminology: Hold Type,Terminology,Conduct or disciplinary action pending or in effect,code,,False,helix/hold-type,public,False,False,core/terminologies/hold-type.json
helix/hold-type/transcript,Terminology: Hold Type,Terminology,Prevents release of official transcripts,code,,False,helix/hold-type,public,False,False,core/terminologies/hold-type.json
helix/hold-type/graduation,Terminology: Hold Type,Terminology,"Prevents degree conferral (e.g., outstanding requirements, exit interview)",code,,False,helix/hold-type,public,False,False,core/terminologies/hold-type.json
helix/hold-type/library,Terminology: Hold Type,Terminology,Overdue materials or library fines,code,,False,helix/hold-type,public,False,False,core/terminologies/hold-type.json
helix/hold-type/health_compliance,Terminology: Hold Type,Terminology,"Missing immunization records, health insurance verification, or other health requirements",code,,False,helix/hold-type,public,False,False,core/terminologies/hold-type.json
helix/hold-type/admissions,Terminology: Hold Type,Terminology,"Missing admissions documents (final transcript, test scores, etc.)",code,,False,helix/hold-type,public,False,False,core/terminologies/hold-type.json
helix/hold-type/international,Terminology: Hold Type,Terminology,"Visa compliance, SEVIS reporting, or international student office clearance",code,,False,helix/hold-type,public,False,False,core/terminologies/hold-type.json
helix/hold-type/parking,Terminology: Hold Type,Terminology,Unpaid parking fines or violations,code,,False,helix/hold-type,public,False,False,core/terminologies/hold-type.json
helix/hold-type/other,Terminology: Hold Type,Terminology,Other,code,,False,helix/hold-type,public,False,False,core/terminologies/hold-type.json
helix/identifier-type/institutional_id,Terminology: Identifier Type,Terminology,The primary student/person ID assigned by the institution,code,,False,helix/identifier-type,public,False,False,core/terminologies/identifier-type.json
helix/identifier-type/national_id,Terminology: Identifier Type,Terminology,"Government-issued national identifier (e.g., SSN in US, SIN in Canada, NI Number in UK)",code,,False,helix/identifier-type,public,False,False,core/terminologies/identifier-type.json
helix/identifier-type/ssn_last4,Terminology: Identifier Type,Terminology,Last 4 digits of Social Security Number. Full SSN should never be stored in HELIX.,code,,False,helix/identifier-type,public,False,False,core/terminologies/identifier-type.json
helix/identifier-type/passport,Terminology: Identifier Type,Terminology,Passport Number,code,,False,helix/identifier-type,public,False,False,core/terminologies/identifier-type.json
helix/identifier-type/drivers_license,Terminology: Identifier Type,Terminology,Driver's License Number,code,,False,helix/identifier-type,public,False,False,core/terminologies/identifier-type.json
helix/identifier-type/login,Terminology: Identifier Type,Terminology,Institutional login or network username,code,,False,helix/identifier-type,public,False,False,core/terminologies/identifier-type.json
helix/identifier-type/email,Terminology: Identifier Type,Terminology,"When used as an identifier (e.g., for SSO matching)",code,,False,helix/identifier-type,public,False,False,core/terminologies/identifier-type.json
helix/identifier-type/erp_internal_key,Terminology: Identifier Type,Terminology,"System-generated internal key (e.g., Banner PIDM, PeopleSoft EmplID). Not typically exposed to end users.",code,,False,helix/identifier-type,public,False,False,core/terminologies/identifier-type.json
helix/identifier-type/prior_institution_id,Terminology: Identifier Type,Terminology,ID from a previous institution (useful for transfer matching),code,,False,helix/identifier-type,public,False,False,core/terminologies/identifier-type.json
helix/identifier-type/clearing_house_id,Terminology: Identifier Type,Terminology,National Student Clearinghouse or equivalent ID,code,,False,helix/identifier-type,public,False,False,core/terminologies/identifier-type.json
helix/identifier-type/orcid,Terminology: Identifier Type,Terminology,Open Researcher and Contributor ID for research/publishing,code,,False,helix/identifier-type,public,False,False,core/terminologies/identifier-type.json
helix/identifier-type/other,Terminology: Identifier Type,Terminology,Other,code,,False,helix/identifier-type,public,False,False,core/terminologies/identifier-type.json
helix/period-type/semester,Terminology: Academic Period Type,Terminology,"A ~15-week academic term (typically Fall, Spring). Most common in US institutions.",code,,False,helix/period-type,public,False,False,core/terminologies/period-type.json
helix/period-type/quarter,Terminology: Academic Period Type,Terminology,"A ~10-week academic term (typically Fall, Winter, Spring, Summer)",code,,False,helix/period-type,public,False,False,core/terminologies/period-type.json
helix/period-type/trimester,Terminology: Academic Period Type,Terminology,A ~13-week term dividing the year into three periods,code,,False,helix/period-type,public,False,False,core/terminologies/period-type.json
helix/period-type/session,Terminology: Academic Period Type,Terminology,A sub-term or accelerated term within a semester or quarter,code,,False,helix/period-type,public,False,False,core/terminologies/period-type.json
helix/period-type/mini_term,Terminology: Academic Period Type,Terminology,"A short-duration term (e.g., May term, Winterim, 8-week session)",code,,False,helix/period-type,public,False,False,core/terminologies/period-type.json
helix/period-type/academic_year,Terminology: Academic Period Type,Terminology,"A full academic year container (e.g., '2026-2027'). Used for annual financial aid and reporting.",code,,False,helix/period-type,public,False,False,core/terminologies/period-type.json
helix/period-type/other,Terminology: Academic Period Type,Terminology,A period type not covered by the standard codes. Document in extensions.,code,,False,helix/period-type,public,False,False,core/terminologies/period-type.json
helix/prospect-stage/identification,Terminology: Prospect Stage (Moves Management),Terminology,"Prospect identified through screening, referral, or research. Not yet qualified.",code,,False,helix/prospect-stage,public,False,False,core/terminologies/prospect-stage.json
helix/prospect-stage/qualification,Terminology: Prospect Stage (Moves Management),Terminology,"Research and initial outreach to determine interest, capacity, and inclination.",code,,False,helix/prospect-stage,public,False,False,core/terminologies/prospect-stage.json
helix/prospect-stage/cultivation,Terminology: Prospect Stage (Moves Management),Terminology,"Active relationship-building: meetings, events, campus visits, engagement activities.",code,,False,helix/prospect-stage,public,False,False,core/terminologies/prospect-stage.json
helix/prospect-stage/solicitation,Terminology: Prospect Stage (Moves Management),Terminology,Formal ask has been made or is imminent.,code,,False,helix/prospect-stage,public,False,False,core/terminologies/prospect-stage.json
helix/prospect-stage/stewardship,Terminology: Prospect Stage (Moves Management),Terminology,"Post-gift acknowledgment, impact reporting, and continued relationship management.",code,,False,helix/prospect-stage,public,False,False,core/terminologies/prospect-stage.json
helix/prospect-stage/none,Terminology: Prospect Stage (Moves Management),Terminology,Constituent is not currently in the moves management pipeline.,code,,False,helix/prospect-stage,public,False,False,core/terminologies/prospect-stage.json
helix/sap-status/meeting,Terminology: Satisfactory Academic Progress (SAP) Status,Terminology,"Student meets all SAP requirements (GPA, pace, maximum timeframe)",code,,False,helix/sap-status,public,False,False,core/terminologies/sap-status.json
helix/sap-status/warning,Terminology: Satisfactory Academic Progress (SAP) Status,Terminology,Student failed to meet SAP at the end of a payment period. Eligible for aid for one more period without appeal.,code,,False,helix/sap-status,public,False,False,core/terminologies/sap-status.json
helix/sap-status/probation,Terminology: Satisfactory Academic Progress (SAP) Status,Terminology,"Student failed SAP, appealed successfully, and is on a monitored academic plan. Eligible for aid while on plan.",code,,False,helix/sap-status,public,False,False,core/terminologies/sap-status.json
helix/sap-status/suspension,Terminology: Satisfactory Academic Progress (SAP) Status,Terminology,Student is ineligible for federal financial aid due to failure to meet SAP requirements,code,,False,helix/sap-status,public,False,False,core/terminologies/sap-status.json
helix/sap-status/appeal_approved,Terminology: Satisfactory Academic Progress (SAP) Status,Terminology,SAP appeal approved. Student placed on probation with an academic plan.,code,,False,helix/sap-status,public,False,False,core/terminologies/sap-status.json
helix/sap-status/not_evaluated,Terminology: Satisfactory Academic Progress (SAP) Status,Terminology,"SAP has not been evaluated for this period (e.g., first term)",code,,False,helix/sap-status,public,False,False,core/terminologies/sap-status.json
helix/student-status/prospective,Terminology: Student Status,Terminology,Person has expressed interest but has not applied,code,,False,helix/student-status,public,False,False,core/terminologies/student-status.json
helix/student-status/applicant,Terminology: Student Status,Terminology,Person has submitted an application for admission,code,,False,helix/student-status,public,False,False,core/terminologies/student-status.json
helix/student-status/admitted,Terminology: Student Status,Terminology,Application accepted; student has not yet enrolled,code,,False,helix/student-status,public,False,False,core/terminologies/student-status.json
helix/student-status/enrolled,Terminology: Student Status,Terminology,Student is actively registered in courses for a current or future term,code,,False,helix/student-status,public,False,False,core/terminologies/student-status.json
helix/student-status/leave_of_absence,Terminology: Student Status,Terminology,Student has an approved leave and intends to return,code,,False,helix/student-status,public,False,False,core/terminologies/student-status.json
helix/student-status/withdrawn,Terminology: Student Status,Terminology,Student has voluntarily or administratively separated from the institution,code,,False,helix/student-status,public,False,False,core/terminologies/student-status.json
helix/student-status/graduated,Terminology: Student Status,Terminology,"Student has been conferred a degree, certificate, or credential",code,,False,helix/student-status,public,False,False,core/terminologies/student-status.json
helix/student-status/deceased,Terminology: Student Status,Terminology,Student is deceased. Record retained for historical and compliance purposes.,code,,False,helix/student-status,public,False,False,core/terminologies/student-status.json
helix/student-type/first_time_freshman,Terminology: Student Type,Terminology,"Entering college for the first time (no prior postsecondary enrollment). IPEDS: First-time, first-year.",code,,False,helix/student-type,public,False,False,core/terminologies/student-type.json
helix/student-type/transfer,Terminology: Student Type,Terminology,Entering with credits from another postsecondary institution,code,,False,helix/student-type,public,False,False,core/terminologies/student-type.json
helix/student-type/readmit,Terminology: Student Type,Terminology,"Previously enrolled at this institution, returning after a break in enrollment",code,,False,helix/student-type,public,False,False,core/terminologies/student-type.json
helix/student-type/continuing,Terminology: Student Type,Terminology,"Currently enrolled, returning for the next term without a break",code,,False,helix/student-type,public,False,False,core/terminologies/student-type.json
helix/student-type/dual_enrollment,Terminology: Student Type,Terminology,High school student simultaneously enrolled in college courses,code,,False,helix/student-type,public,False,False,core/terminologies/student-type.json
helix/student-type/transient,Terminology: Student Type,Terminology,Enrolled at another institution but taking courses here temporarily,code,,False,helix/student-type,public,False,False,core/terminologies/student-type.json
helix/student-type/non_degree,Terminology: Student Type,Terminology,Taking courses without pursuing a degree or credential,code,,False,helix/student-type,public,False,False,core/terminologies/student-type.json
helix/student-type/post_baccalaureate,Terminology: Student Type,Terminology,"Has a bachelor's degree, taking additional undergraduate courses",code,,False,helix/student-type,public,False,False,core/terminologies/student-type.json
helix/student-type/audit_only,Terminology: Student Type,Terminology,Enrolled solely to audit courses without credit,code,,False,helix/student-type,public,False,False,core/terminologies/student-type.json
helix/student-type/other,Terminology: Student Type,Terminology,Other,code,,False,helix/student-type,public,False,False,core/terminologies/student-type.json
helix/veteran-status/none,Terminology: Veteran Status,Terminology,No Military Affiliation,code,,False,helix/veteran-status,public,False,False,core/terminologies/veteran-status.json
helix/veteran-status/veteran,Terminology: Veteran Status,Terminology,Former member of the armed forces who has been discharged,code,,False,helix/veteran-status,public,False,False,core/terminologies/veteran-status.json
helix/veteran-status/active_duty,Terminology: Veteran Status,Terminology,Currently serving in the armed forces,code,,False,helix/veteran-status,public,False,False,core/terminologies/veteran-status.json
helix/veteran-status/reserve_national_guard,Terminology: Veteran Status,Terminology,Member of a reserve component or National Guard,code,,False,helix/veteran-status,public,False,False,core/terminologies/veteran-status.json
helix/veteran-status/dependent_spouse,Terminology: Veteran Status,Terminology,"Dependent or spouse of a service member, eligible for benefits (e.g., Chapter 35, MyCAA)",code,,False,helix/veteran-status,public,False,False,core/terminologies/veteran-status.json
helix/veteran-status/other,Terminology: Veteran Status,Terminology,Other,code,,False,helix/veteran-status,public,False,False,core/terminologies/veteran-status.json
